Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27013300_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.22517588938733)	(2.0, 18.568778362077683)	(3.0, 8.023082918832024)	(4.0, 3.967441815755547)	(5.0, 2.0788647789174926)	(6.0, 1.2322206004742482)	(7.0, 0.7686415118235332)	(8.0, 0.5015651896999979)	(9.0, 0.36588871640409715)	('>10', 1.970646783299286)	('>50', 0.131008505040532)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.16668492828817685)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013301_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 57.735257343871936)	(2.0, 20.277645018297108)	(3.0, 8.77017867640709)	(4.0, 4.42072733707866)	(5.0, 2.4119327134889677)	(6.0, 1.37637837015356)	(7.0, 0.9540338057904867)	(8.0, 0.6014102160479745)	(9.0, 0.41407854281463596)	('>10', 2.45537995599289)	('>50', 0.3326317139535915)	('>100', 0.017450412757855888)	('>500', 0.0)	('>1k', 0.2328958933452305)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013301_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 63.40088633178457)	(2.0, 18.120992870316822)	(3.0, 7.640006298861277)	(4.0, 3.7130721266811313)	(5.0, 1.9860655912848004)	(6.0, 1.1993435740444078)	(7.0, 0.6645582863953879)	(8.0, 0.44846063299235905)	(9.0, 0.32201573199004097)	('>10', 2.075533005493606)	('>50', 0.18745582288353305)	('>100', 0.013706447264602418)	('>500', 0.0)	('>1k', 0.22790328000750684)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013302_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.99901767004572)	(2.0, 20.409767853655282)	(3.0, 9.286263973401265)	(4.0, 4.561562557475005)	(5.0, 2.449150729393148)	(6.0, 1.423893731737865)	(7.0, 0.8906102764529192)	(8.0, 0.6371362227336658)	(9.0, 0.4291485801422845)	('>10', 2.3754063645417234)	('>50', 0.24505137480790723)	('>100', 0.01835972839351646)	('>500', 0.0)	('>1k', 0.27463093721968374)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013302_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.577938074376824)	(2.0, 18.338985379373128)	(3.0, 8.008706994624488)	(4.0, 3.871358212641031)	(5.0, 2.0184651938051243)	(6.0, 1.1448511408508248)	(7.0, 0.7610451541172338)	(8.0, 0.4463011433491946)	(9.0, 0.3347851095515351)	('>10', 2.0238348362750127)	('>50', 0.1994311208135516)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.2742976402220982)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013303_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.56216404649407)	(2.0, 20.319656920312806)	(3.0, 9.472321002456841)	(4.0, 4.659240447647617)	(5.0, 2.459570014176603)	(6.0, 1.5515110789932935)	(7.0, 0.9325215299556815)	(8.0, 0.6241558019736647)	(9.0, 0.4297146902492345)	('>10', 2.4654754643012664)	('>50', 0.2769916293966542)	('>100', 0.016783428930093186)	('>500', 0.0)	('>1k', 0.2298939451122067)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013303_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.83849033110497)	(2.0, 18.14284847177011)	(3.0, 7.8787765580031675)	(4.0, 3.9081267002292726)	(5.0, 2.0547925351225396)	(6.0, 1.2274161798268717)	(7.0, 0.7090626567851537)	(8.0, 0.486015002190591)	(9.0, 0.3126016899921437)	('>10', 2.034842419848937)	('>50', 0.1537108807155087)	('>100', 0.029073389651873147)	('>500', 0.0)	('>1k', 0.22424318475884222)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013304_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 51.57158119728228)	(2.0, 20.44504978347704)	(3.0, 10.222733531292768)	(4.0, 5.40468333244526)	(5.0, 3.281646725480828)	(6.0, 1.9811701449267514)	(7.0, 1.2774577577662278)	(8.0, 0.8453086800229832)	(9.0, 0.6270778594066398)	('>10', 3.490153196969968)	('>50', 0.4293235857725725)	('>100', 0.18874729887815092)	('>500', 0.0)	('>1k', 0.23506690627851878)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013304_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 57.21746176515714)	(2.0, 18.889534220981805)	(3.0, 9.075047266274181)	(4.0, 4.662862804648671)	(5.0, 2.690626037363657)	(6.0, 1.6738041352376423)	(7.0, 0.9927578311383195)	(8.0, 0.6992419796731909)	(9.0, 0.4510175644368968)	('>10', 2.951802139529919)	('>50', 0.360128122238552)	('>100', 0.10021224022417126)	('>500', 0.0)	('>1k', 0.23550389309590303)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013305_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 65.93825867051692)	(2.0, 18.43544263889526)	(3.0, 7.037814904596333)	(4.0, 3.215818489826403)	(5.0, 1.5233501623753543)	(6.0, 0.8907419239099681)	(7.0, 0.48040760697453005)	(8.0, 0.34888821804711356)	(9.0, 0.26027545030222904)	('>10', 1.68341987553244)	('>50', 0.0649740250410296)	('>100', 0.0)	('>500', 0.1206080339824112)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013306_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 61.65002073292555)	(2.0, 18.687088966922733)	(3.0, 8.22017738123287)	(4.0, 3.9896100802828816)	(5.0, 2.106297214878915)	(6.0, 1.1802351119120744)	(7.0, 0.7476488709364155)	(8.0, 0.45306160319206507)	(9.0, 0.34704998956298155)	('>10', 2.1074286852710005)	('>50', 0.20590774725041255)	('>100', 0.014105164687402336)	('>500', 0.0)	('>1k', 0.29136845094467373)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013307_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.89345664007975)	(2.0, 19.973516138167003)	(3.0, 8.258821410576225)	(4.0, 3.685969475974813)	(5.0, 1.8317545850577468)	(6.0, 1.015959986473023)	(7.0, 0.5963935428871735)	(8.0, 0.38755313609588427)	(9.0, 0.26193250144485203)	('>10', 1.958688091713143)	('>50', 0.0892033422689594)	('>100', 0.04675114926144258)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013307_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 68.02858613839426)	(2.0, 17.36917768995064)	(3.0, 6.77944150499105)	(4.0, 3.0956766368070245)	(5.0, 1.40725185631971)	(6.0, 0.7771152025986002)	(7.0, 0.44871920569388724)	(8.0, 0.302610234623125)	(9.0, 0.2315215697086916)	('>10', 1.4726689512450244)	('>50', 0.04110267739497319)	('>100', 0.04612833227296118)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013308_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 62.864812334899355)	(2.0, 19.470997250206786)	(3.0, 7.782497668735862)	(4.0, 3.575700657085848)	(5.0, 1.9218627006427538)	(6.0, 0.9726807345526781)	(7.0, 0.6164964273218227)	(8.0, 0.40187465960002006)	(9.0, 0.28137651832794225)	('>10', 1.8132753604324405)	('>50', 0.12671564916943084)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.17171003902507567)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013308_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 63.93135756576083)	(2.0, 18.618369009861357)	(3.0, 7.486305720713069)	(4.0, 3.539186512004196)	(5.0, 1.8579247330271502)	(6.0, 1.0614348395715114)	(7.0, 0.637987711569146)	(8.0, 0.4090149204595581)	(9.0, 0.2822989838016612)	('>10', 1.8933645628604705)	('>50', 0.11332344927110936)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.16943199109990129)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013309_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.63074502530701)	(2.0, 19.38257756826315)	(3.0, 8.144343624274912)	(4.0, 3.991242035607213)	(5.0, 2.0216904642052445)	(6.0, 1.2090940470513394)	(7.0, 0.742607592104858)	(8.0, 0.41214314186738316)	(9.0, 0.3660669329729494)	('>10', 1.8293774736591142)	('>50', 0.0971299053654172)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1729821893213534)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013309_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 63.79309199563794)	(2.0, 18.32228578596895)	(3.0, 7.633130793680051)	(4.0, 3.602170414747458)	(5.0, 2.0035930516069738)	(6.0, 1.1119939335320272)	(7.0, 0.6794474264823837)	(8.0, 0.44708482628640295)	(9.0, 0.32210853041609244)	('>10', 1.826699154992047)	('>50', 0.08843605952538913)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.16995802712424785)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013310_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 63.46609195134448)	(2.0, 19.298736283006246)	(3.0, 7.658601807804355)	(4.0, 3.655383409984643)	(5.0, 1.8211950227152711)	(6.0, 0.9918655655595678)	(7.0, 0.6523804495208)	(8.0, 0.34687076952872314)	(9.0, 0.27964439636499777)	('>10', 1.5305282187062395)	('>50', 0.07159110724452868)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.2271110182201715)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013310_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 64.78798227640095)	(2.0, 18.14636984791266)	(3.0, 7.5647924103589546)	(4.0, 3.536743581231493)	(5.0, 1.8042813646266465)	(6.0, 0.9819327358809877)	(7.0, 0.6393107417117353)	(8.0, 0.38673317061094004)	(9.0, 0.2818509750044136)	('>10', 1.5770184577311503)	('>50', 0.07043204394959693)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.22255239458046153)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 63.27720225748639)	(2.0, 19.30745778958918)	(3.0, 7.963658091785404)	(4.0, 3.646769702087764)	(5.0, 1.7513961900697257)	(6.0, 0.9732733366132569)	(7.0, 0.5580886847753145)	(8.0, 0.3977115053745552)	(9.0, 0.2959888994060209)	('>10', 1.5794730453452426)	('>50', 0.06877210671728573)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.18020839074992467)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 64.81114704851664)	(2.0, 18.247421032758275)	(3.0, 7.492003735640024)	(4.0, 3.494062220706011)	(5.0, 1.8261255880351859)	(6.0, 0.9640373391642545)	(7.0, 0.6403337304176082)	(8.0, 0.39141067370670235)	(9.0, 0.27373561208149316)	('>10', 1.5942421639641169)	('>50', 0.08681002987833202)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.17867082513140337)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 63.94912975681547)	(2.0, 18.71810098686787)	(3.0, 7.4312900224926395)	(4.0, 3.4521043982694657)	(5.0, 1.846915460177704)	(6.0, 1.0627152646589475)	(7.0, 0.6306429295267914)	(8.0, 0.4260530671321674)	(9.0, 0.3084914112188098)	('>10', 1.9140590445243209)	('>50', 0.10360491328597016)	('>100', 0.0)	('>500', 0.1568927450298294)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 65.47102047115094)	(2.0, 18.22813154809247)	(3.0, 7.212197473472741)	(4.0, 3.3157793577791654)	(5.0, 1.6771898970083607)	(6.0, 0.9894992072570185)	(7.0, 0.5537159346529564)	(8.0, 0.3809242511175612)	(9.0, 0.2630052529036519)	('>10', 1.6970769343365504)	('>50', 0.05412028550441346)	('>100', 0.0)	('>500', 0.15733938672417108)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013313_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.37367921678801)	(2.0, 18.851763354631323)	(3.0, 8.157240041101993)	(4.0, 4.038879993423629)	(5.0, 2.1232033280961162)	(6.0, 1.1950241300109192)	(7.0, 0.7769665293584807)	(8.0, 0.5560635445546158)	(9.0, 0.3968669179605195)	('>10', 2.2208494637538405)	('>50', 0.18772064442700953)	('>100', 0.0)	('>500', 0.12174283589350965)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013313_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 63.11650601815231)	(2.0, 18.426029533931302)	(3.0, 7.953881395689279)	(4.0, 3.6940930855632943)	(5.0, 1.8779324598886422)	(6.0, 1.15634575956398)	(7.0, 0.683447166991513)	(8.0, 0.4739365095860187)	(9.0, 0.34158279597104085)	('>10', 2.0090920734707995)	('>50', 0.1442269564559426)	('>100', 0.0)	('>500', 0.12292624473584284)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.70510873215126)	(2.0, 19.98391281759953)	(3.0, 8.978575548922127)	(4.0, 4.382726524380794)	(5.0, 2.3657212021791585)	(6.0, 1.3031561316371942)	(7.0, 0.8820786968050912)	(8.0, 0.5257740756593392)	(9.0, 0.4084902128539082)	('>10', 2.0314167405522428)	('>50', 0.16868463595261096)	('>100', 0.01379027680780469)	('>500', 0.0)	('>1k', 0.2505644044989513)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 59.64636793753817)	(2.0, 19.17441835809631)	(3.0, 8.725976082569321)	(4.0, 4.328181071035455)	(5.0, 2.382900415252406)	(6.0, 1.3975158559055496)	(7.0, 0.9060441196551752)	(8.0, 0.604206293416308)	(9.0, 0.3549629623410409)	('>10', 2.054868937800285)	('>50', 0.16241725311810423)	('>100', 0.014909634973971946)	('>500', 0.0)	('>1k', 0.24723107829791188)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 59.11466243428526)	(2.0, 19.21309702978667)	(3.0, 8.828749008884392)	(4.0, 4.596850377665255)	(5.0, 2.5130760337215237)	(6.0, 1.504761312986701)	(7.0, 0.8592423950416588)	(8.0, 0.6326431240121556)	(9.0, 0.4228671000522679)	('>10', 2.0411830420922943)	('>50', 0.16064590951316796)	('>100', 0.0)	('>500', 0.11222223195866206)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.7424830961108)	(2.0, 18.91648781732956)	(3.0, 8.082966415097882)	(4.0, 4.065192190801332)	(5.0, 2.1573545181743583)	(6.0, 1.1961609604269003)	(7.0, 0.7642256082766659)	(8.0, 0.4860468616914967)	(9.0, 0.3209678227305457)	('>10', 2.0232490314156624)	('>50', 0.1147998689616529)	('>100', 0.0)	('>500', 0.1300658089831493)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.03240898934494)	(2.0, 19.03852753489549)	(3.0, 8.371814549400838)	(4.0, 3.887756347177615)	(5.0, 1.9783916937365396)	(6.0, 1.162376404257848)	(7.0, 0.7222621135152574)	(8.0, 0.4532029504185836)	(9.0, 0.32153917121187053)	('>10', 1.7823108621716715)	('>50', 0.11920301434932568)	('>100', 0.0)	('>500', 0.13020636952003264)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013317_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 63.10058579936103)	(2.0, 18.50437269552223)	(3.0, 7.78910945513757)	(4.0, 3.7592741398343885)	(5.0, 2.0116436496030765)	(6.0, 1.1608929748160544)	(7.0, 0.7611134719257461)	(8.0, 0.4545263025289656)	(9.0, 0.30159455573412736)	('>10', 1.8927111397145373)	('>50', 0.10755099954499427)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.15662481627727307)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013318_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 65.58546841920392)	(2.0, 18.755267728281837)	(3.0, 6.942866105960537)	(4.0, 3.0599659252788842)	(5.0, 1.555745039773143)	(6.0, 0.7651991592115387)	(7.0, 0.6090730640871899)	(8.0, 0.3748172541553478)	(9.0, 0.2641687805835196)	('>10', 1.962951283131872)	('>50', 0.06773673148820646)	('>100', 0.05674050884401709)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013318_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 71.34979452578762)	(2.0, 16.308044344587657)	(3.0, 5.774392093025958)	(4.0, 2.382007764076703)	(5.0, 1.1762288677286297)	(6.0, 0.6397551020996944)	(7.0, 0.34056092259097903)	(8.0, 0.2615070821757888)	(9.0, 0.22429476635511175)	('>10', 1.4311254456327311)	('>50', 0.05636471764788108)	('>100', 0.055924368291257)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013319_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 67.4868769491593)	(2.0, 18.065312736222513)	(3.0, 6.763472353954851)	(4.0, 2.736132274646653)	(5.0, 1.358716205145295)	(6.0, 0.7806175477554326)	(7.0, 0.5348958780078008)	(8.0, 0.34225193282154426)	(9.0, 0.23936087321963914)	('>10', 1.5252765303044624)	('>50', 0.03868929111295078)	('>100', 0.0)	('>500', 0.1283974276495729)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013319_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 68.53701013601216)	(2.0, 17.13357040345464)	(3.0, 6.383222016033733)	(4.0, 2.8033723200405767)	(5.0, 1.5218650155134112)	(6.0, 0.7741349317886964)	(7.0, 0.5039558449090361)	(8.0, 0.353864210826854)	(9.0, 0.2210359553054003)	('>10', 1.5805285821429704)	('>50', 0.061076145339352086)	('>100', 0.0)	('>500', 0.12636443863314226)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013320_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.33711170739752)	(2.0, 18.944395816560487)	(3.0, 8.217448884384037)	(4.0, 4.142374726706334)	(5.0, 2.049828247507468)	(6.0, 1.206688976935923)	(7.0, 0.649617966945922)	(8.0, 0.49061696893499834)	(9.0, 0.28321689019229673)	('>10', 1.4726688282681037)	('>50', 0.06357697338097695)	('>100', 0.0)	('>500', 0.14245401278588063)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013321_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 59.570476798534365)	(2.0, 19.08097537807647)	(3.0, 8.724631771454074)	(4.0, 4.371936945733569)	(5.0, 2.4632485431404647)	(6.0, 1.4250196807804731)	(7.0, 0.9345354753634022)	(8.0, 0.5810357086045346)	(9.0, 0.4247712055662286)	('>10', 2.132600349100986)	('>50', 0.1255221214900732)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.16524602215539239)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013321_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 60.28793137212486)	(2.0, 19.30368546954211)	(3.0, 8.499930924925591)	(4.0, 4.311284587501589)	(5.0, 2.2778796940252293)	(6.0, 1.3806731705518878)	(7.0, 0.8428444394675065)	(8.0, 0.5520391010570045)	(9.0, 0.346682326527512)	('>10', 1.9284670157808177)	('>50', 0.10318629836473224)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.16539560013115012)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 57.335026956284295)	(2.0, 19.08347004622258)	(3.0, 9.163234689123202)	(4.0, 4.762125054232345)	(5.0, 2.69441278500405)	(6.0, 1.634769521553654)	(7.0, 1.086243090535249)	(8.0, 0.7162139843420292)	(9.0, 0.5406709745465487)	('>10', 2.614957423834936)	('>50', 0.2395707381611841)	('>100', 0.0)	('>500', 0.1293047361598444)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 58.903429362318086)	(2.0, 19.164867521747624)	(3.0, 8.871865246509682)	(4.0, 4.471929204561017)	(5.0, 2.521588936441758)	(6.0, 1.4177847939938144)	(7.0, 0.9877814718484994)	(8.0, 0.6449625336929887)	(9.0, 0.4270990412650651)	('>10', 2.313266089671507)	('>50', 0.14693800401474896)	('>100', 0.0)	('>500', 0.12848779393520957)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 64.337001990133)	(2.0, 19.08337728784341)	(3.0, 7.52621529639554)	(4.0, 3.327861455275378)	(5.0, 1.642517902782001)	(6.0, 0.9558557882582377)	(7.0, 0.5728659312793747)	(8.0, 0.3598877841181755)	(9.0, 0.2443050740808632)	('>10', 1.6803830768588424)	('>50', 0.10459214972882429)	('>100', 0.0)	('>500', 0.16513626324634842)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 67.17221242872576)	(2.0, 17.226651676886107)	(3.0, 6.944037336340159)	(4.0, 3.1811583759510653)	(5.0, 1.5602934550510976)	(6.0, 0.865838093150384)	(7.0, 0.5425420797603919)	(8.0, 0.34130328884734573)	(9.0, 0.28030988070075663)	('>10', 1.6165265226577963)	('>50', 0.10591444243659748)	('>100', 0.0)	('>500', 0.1632124194924617)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.04967975093899)	(2.0, 18.95935295704125)	(3.0, 8.16395086823609)	(4.0, 4.242400926906549)	(5.0, 2.1910524182457967)	(6.0, 1.3145564419924631)	(7.0, 0.8467618876091783)	(8.0, 0.5164025093497989)	(9.0, 0.3626179591326454)	('>10', 2.131055917169026)	('>50', 0.09497621553445991)	('>100', 0.0)	('>500', 0.12719214784374872)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.265221761806444)	(2.0, 18.6865565839415)	(3.0, 8.000553183739953)	(4.0, 4.0337213110889945)	(5.0, 2.085129212032906)	(6.0, 1.187315521154494)	(7.0, 0.7635968490236655)	(8.0, 0.5543623438803776)	(9.0, 0.2981977105088685)	('>10', 1.9086120154702704)	('>50', 0.08952036173253873)	('>100', 0.0)	('>500', 0.12721314561992345)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 57.72152412793755)	(2.0, 18.98332484397626)	(3.0, 9.104154026942783)	(4.0, 4.618752680094166)	(5.0, 2.636290203457849)	(6.0, 1.6554452270758389)	(7.0, 1.031426537933007)	(8.0, 0.6794164514896123)	(9.0, 0.4915482315402342)	('>10', 2.61420750055424)	('>50', 0.30989465521620696)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.15401551378228157)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 59.51707750079092)	(2.0, 18.864161826798235)	(3.0, 8.638068552466297)	(4.0, 4.4809897730871935)	(5.0, 2.4333801024877726)	(6.0, 1.400771125661121)	(7.0, 0.9770914837197331)	(8.0, 0.5601962700439108)	(9.0, 0.425802629903815)	('>10', 2.359795001897454)	('>50', 0.18861350753170825)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.15405222561183557)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.92030951503457)	(2.0, 19.253059300230436)	(3.0, 8.318175685479448)	(4.0, 4.0396426054998065)	(5.0, 2.0348698540502164)	(6.0, 1.207279038043981)	(7.0, 0.7198514240935082)	(8.0, 0.4577101234320969)	(9.0, 0.2954301303537643)	('>10', 1.5879992644733203)	('>50', 0.029797312825332555)	('>100', 0.0)	('>500', 0.13587574648351644)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 63.42528220917221)	(2.0, 18.722386458521196)	(3.0, 8.153822432099878)	(4.0, 3.8554253781254717)	(5.0, 1.9868774800754732)	(6.0, 1.1018782504414677)	(7.0, 0.5614264010825205)	(8.0, 0.4049656253364081)	(9.0, 0.2929285034445146)	('>10', 1.3260407069364315)	('>50', 0.03358434171553901)	('>100', 0.0)	('>500', 0.13538221304886167)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 61.47113849282982)	(2.0, 18.838390244561328)	(3.0, 8.411501327295378)	(4.0, 3.9312145074347202)	(5.0, 2.1412794173102165)	(6.0, 1.1443078915724876)	(7.0, 0.797111201694274)	(8.0, 0.5183443894310162)	(9.0, 0.35106864753854644)	('>10', 2.1153998929981817)	('>50', 0.168797401663042)	('>100', 0.0)	('>500', 0.11144658567100753)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 65.59186528396394)	(2.0, 17.789553098675672)	(3.0, 7.3876748485200245)	(4.0, 3.347209512744082)	(5.0, 1.723851892545512)	(6.0, 0.9939305774302304)	(7.0, 0.6082787354602099)	(8.0, 0.38746170883675807)	(9.0, 0.2806072012573172)	('>10', 1.6885205059484942)	('>50', 0.09110168958280282)	('>100', 0.0)	('>500', 0.10994494503497229)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.93471257104173)	(2.0, 18.192210979048458)	(3.0, 7.907800516039182)	(4.0, 3.755466922952872)	(5.0, 2.0332955912789226)	(6.0, 1.1702677889477018)	(7.0, 0.7661299728665061)	(8.0, 0.49079961655191623)	(9.0, 0.33455359434779963)	('>10', 2.0716544830984454)	('>50', 0.17107433424713053)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.17203362957935744)	('>5k', 0.0)	('>10k+', 0.0)
