Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	753450.0	183.4 Mbp	0.0	35-301	41.0	73.71851790709472	243.55254695069348	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	576501.0	137 Mbp	0.0	35-301	41.0	77.96780509446499	237.65203356108663	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	576501.0	141.6 Mbp	0.0	35-301	41.0	79.60391197748162	245.79861266502573	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	658324.0	158 Mbp	0.0	35-301	40.0	75.33036524828722	239.9844233234699	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	658324.0	159.2 Mbp	0.0	35-301	41.0	76.23366053941747	241.89215568625784	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	748966.0	177.2 Mbp	0.0	35-301	41.0	72.66272317465283	236.5966832940347	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	748966.0	179.2 Mbp	0.0	35-301	41.0	74.07685862356918	239.3780378548559	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	669918.0	157.9 Mbp	0.0	35-301	40.0	76.23389225415012	235.72709122609035	264	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	669918.0	159.3 Mbp	0.0	35-301	40.0	77.30143042309669	237.96579581381602	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	642958.0	160.6 Mbp	0.0	35-301	40.0	75.64634964585741	249.7236398022888	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	642958.0	163 Mbp	0.0	35-301	41.0	78.5697546431761	253.6591169252113	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	626735.0	152.7 Mbp	0.0	35-301	41.0	76.54741219141265	243.84231772599264	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	828395.0	195.8 Mbp	0.0	35-301	40.0	71.29044663507771	236.36664694982466	274	pass	warn	warn	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	828395.0	198.3 Mbp	0.0	35-301	41.0	75.14060549791208	239.45269949722052	294	pass	fail	warn	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	889345.0	214.4 Mbp	0.0	35-301	40.0	69.91696691879388	241.04934980238266	284	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	825307.0	200.8 Mbp	0.0	35-301	40.0	70.96464739552805	243.33058183197284	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	825307.0	203.5 Mbp	0.0	35-301	41.0	76.14636536918472	246.6190872002782	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	899788.0	222.4 Mbp	0.0	35-301	40.0	68.12326737112078	247.18794093719853	294	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1071779.0	256.2 Mbp	0.0	35-301	40.0	66.07572932978991	238.99489960150368	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1071779.0	259.2 Mbp	0.0	35-301	41.0	70.89377635835697	241.8815544062722	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	838659.0	201.4 Mbp	0.0	35-301	40.0	70.77986312242717	240.1983362725494	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	838659.0	203.9 Mbp	0.0	35-301	41.0	75.10961608268391	243.207302372001	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	829101.0	204.9 Mbp	0.0	35-301	40.0	70.11059381152181	247.16098460863032	294	pass	warn	warn	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	829101.0	207.9 Mbp	0.0	35-301	41.0	76.1903273505182	250.81778878568474	301	pass	fail	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	660442.0	168.4 Mbp	0.0	35-301	42.0	69.38863695180999	255.06008324727986	301	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	660442.0	170.6 Mbp	0.0	35-301	42.0	75.22624484794252	258.3610892402361	301	pass	pass	pass	pass	fail	fail	pass	warn	pass	pass	pass
SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	664391.0	177.2 Mbp	0.0	35-301	40.0	69.07717721066555	266.75923364404395	301	pass	pass	fail	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	707159.0	179.5 Mbp	0.0	35-301	41.0	72.69280910091933	253.86831391525808	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	707159.0	181.6 Mbp	0.0	35-301	41.0	78.08758425319432	256.95614494052967	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	601787.0	168 Mbp	0.0	35-301	40.0	74.85770527570222	279.10658422332153	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1098798.0	256.4 Mbp	0.0	35-301	41.0	64.45617337569769	233.31249965871797	264	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	869943.0	214.4 Mbp	0.0	35-301	41.0	68.63746245275897	246.48770666583903	294	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	869943.0	215.8 Mbp	0.0	35-301	41.0	72.03169508976433	248.14118913538013	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1039700.0	236.3 Mbp	0.0	35-301	40.0	59.35343262710722	227.24591516783687	264	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1039700.0	238 Mbp	0.0	35-301	41.0	62.682362367855404	228.91445609310378	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
