Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
SRR27013291_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 7990.0)	(40, 16625.0)	(50, 18745.0)	(60, 19015.0)	(70, 19466.0)	(80, 19104.0)	(90, 18858.0)	(100, 18952.0)	(110, 18439.0)	(120, 18556.0)	(130, 18513.0)	(140, 18658.0)	(150, 19203.0)	(160, 19653.0)	(170, 20241.0)	(180, 21209.0)	(190, 21517.0)	(200, 22799.0)	(210, 23602.0)	(220, 24460.0)	(230, 24699.0)	(240, 25550.0)	(250, 25394.0)	(260, 25516.0)	(270, 24624.0)	(280, 23106.0)	(290, 35372.0)	(300, 437905.0)
SRR27013292_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 201.0)	(40, 309.0)	(50, 420.0)	(60, 427.0)	(70, 496.0)	(80, 606.0)	(90, 701.0)	(100, 806.0)	(110, 967.0)	(120, 1193.0)	(130, 1379.0)	(140, 1745.0)	(150, 2062.0)	(160, 2418.0)	(170, 3048.0)	(180, 3529.0)	(190, 4224.0)	(200, 4883.0)	(210, 5787.0)	(220, 6309.0)	(230, 6949.0)	(240, 7996.0)	(250, 8745.0)	(260, 9506.0)	(270, 10048.0)	(280, 10697.0)	(290, 33103.0)	(300, 310737.0)
SRR27013292_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 181.0)	(40, 306.0)	(50, 417.0)	(60, 418.0)	(70, 492.0)	(80, 591.0)	(90, 690.0)	(100, 789.0)	(110, 945.0)	(120, 1178.0)	(130, 1354.0)	(140, 1683.0)	(150, 1993.0)	(160, 2323.0)	(170, 2923.0)	(180, 3291.0)	(190, 3918.0)	(200, 4398.0)	(210, 5130.0)	(220, 5260.0)	(230, 5723.0)	(240, 6313.0)	(250, 6406.0)	(260, 6458.0)	(270, 6263.0)	(280, 6130.0)	(290, 21615.0)	(300, 342103.0)
SRR27013293_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4965.0)	(40, 10622.0)	(50, 11989.0)	(60, 12323.0)	(70, 12971.0)	(80, 12953.0)	(90, 13460.0)	(100, 13525.0)	(110, 13838.0)	(120, 14327.0)	(130, 15162.0)	(140, 15970.0)	(150, 16926.0)	(160, 18023.0)	(170, 19093.0)	(180, 20256.0)	(190, 21556.0)	(200, 23220.0)	(210, 24941.0)	(220, 25832.0)	(230, 27375.0)	(240, 28913.0)	(250, 29498.0)	(260, 30517.0)	(270, 30396.0)	(280, 30727.0)	(290, 61340.0)	(300, 436172.0)
SRR27013294_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6385.0)	(40, 13194.0)	(50, 14634.0)	(60, 15551.0)	(70, 15293.0)	(80, 15213.0)	(90, 15536.0)	(100, 15741.0)	(110, 15911.0)	(120, 16048.0)	(130, 16100.0)	(140, 16813.0)	(150, 17404.0)	(160, 18249.0)	(170, 19250.0)	(180, 20084.0)	(190, 21026.0)	(200, 22272.0)	(210, 22955.0)	(220, 24134.0)	(230, 24715.0)	(240, 24977.0)	(250, 24908.0)	(260, 24800.0)	(270, 24067.0)	(280, 22508.0)	(290, 36087.0)	(300, 463487.0)
SRR27013295_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 5492.0)	(40, 10909.0)	(50, 11464.0)	(60, 11931.0)	(70, 11539.0)	(80, 11498.0)	(90, 11350.0)	(100, 10983.0)	(110, 10976.0)	(120, 10971.0)	(130, 11108.0)	(140, 11013.0)	(150, 11315.0)	(160, 11867.0)	(170, 12362.0)	(180, 12697.0)	(190, 13239.0)	(200, 14543.0)	(210, 15246.0)	(220, 16370.0)	(230, 17102.0)	(240, 18101.0)	(250, 18818.0)	(260, 19248.0)	(270, 19360.0)	(280, 19399.0)	(290, 40174.0)	(300, 290146.0)
SRR27013295_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 5461.0)	(40, 10887.0)	(50, 11442.0)	(60, 11881.0)	(70, 11532.0)	(80, 11453.0)	(90, 11298.0)	(100, 10883.0)	(110, 10877.0)	(120, 10895.0)	(130, 11017.0)	(140, 10884.0)	(150, 11181.0)	(160, 11694.0)	(170, 12168.0)	(180, 12523.0)	(190, 12929.0)	(200, 14093.0)	(210, 14725.0)	(220, 15587.0)	(230, 16090.0)	(240, 16843.0)	(250, 17282.0)	(260, 17391.0)	(270, 17086.0)	(280, 16538.0)	(290, 29891.0)	(300, 314690.0)
SRR27013296_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3584.0)	(40, 7238.0)	(50, 7896.0)	(60, 8089.0)	(70, 8104.0)	(80, 8111.0)	(90, 8000.0)	(100, 7918.0)	(110, 8044.0)	(120, 8308.0)	(130, 8135.0)	(140, 8580.0)	(150, 8816.0)	(160, 9308.0)	(170, 9677.0)	(180, 10274.0)	(190, 10752.0)	(200, 11438.0)	(210, 12069.0)	(220, 12636.0)	(230, 13328.0)	(240, 14041.0)	(250, 14508.0)	(260, 14920.0)	(270, 15136.0)	(280, 14956.0)	(290, 32518.0)	(300, 246102.0)
SRR27013296_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3577.0)	(40, 7209.0)	(50, 7892.0)	(60, 8047.0)	(70, 8083.0)	(80, 8065.0)	(90, 7962.0)	(100, 7865.0)	(110, 7985.0)	(120, 8225.0)	(130, 8062.0)	(140, 8514.0)	(150, 8680.0)	(160, 9169.0)	(170, 9511.0)	(180, 10045.0)	(190, 10449.0)	(200, 11083.0)	(210, 11602.0)	(220, 11952.0)	(230, 12442.0)	(240, 13002.0)	(250, 13162.0)	(260, 13376.0)	(270, 13125.0)	(280, 12541.0)	(290, 23972.0)	(300, 266889.0)
SRR27013297_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 7858.0)	(40, 15117.0)	(50, 16565.0)	(60, 16855.0)	(70, 16945.0)	(80, 16509.0)	(90, 16151.0)	(100, 15982.0)	(110, 15782.0)	(120, 15938.0)	(130, 16042.0)	(140, 16232.0)	(150, 16657.0)	(160, 17258.0)	(170, 17338.0)	(180, 18132.0)	(190, 19063.0)	(200, 19964.0)	(210, 21073.0)	(220, 22120.0)	(230, 22510.0)	(240, 23261.0)	(250, 22925.0)	(260, 22967.0)	(270, 22031.0)	(280, 20720.0)	(290, 45082.0)	(300, 309024.0)
SRR27013297_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 7730.0)	(40, 14870.0)	(50, 16250.0)	(60, 16589.0)	(70, 16695.0)	(80, 16185.0)	(90, 15828.0)	(100, 15567.0)	(110, 15344.0)	(120, 15422.0)	(130, 15445.0)	(140, 15521.0)	(150, 15907.0)	(160, 16210.0)	(170, 16216.0)	(180, 16817.0)	(190, 17487.0)	(200, 17900.0)	(210, 18388.0)	(220, 18722.0)	(230, 18383.0)	(240, 18194.0)	(250, 16994.0)	(260, 15381.0)	(270, 13238.0)	(280, 11896.0)	(290, 24028.0)	(300, 388894.0)
SRR27013298_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6580.0)	(40, 12577.0)	(50, 13936.0)	(60, 14311.0)	(70, 14762.0)	(80, 14671.0)	(90, 14797.0)	(100, 15062.0)	(110, 15238.0)	(120, 15534.0)	(130, 16126.0)	(140, 16830.0)	(150, 17652.0)	(160, 19096.0)	(170, 20003.0)	(180, 21177.0)	(190, 22495.0)	(200, 23332.0)	(210, 24521.0)	(220, 24599.0)	(230, 24693.0)	(240, 24221.0)	(250, 23758.0)	(260, 22783.0)	(270, 21359.0)	(280, 19612.0)	(290, 39474.0)	(300, 247987.0)
SRR27013298_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6578.0)	(40, 12567.0)	(50, 13924.0)	(60, 14334.0)	(70, 14639.0)	(80, 14547.0)	(90, 14567.0)	(100, 14787.0)	(110, 14897.0)	(120, 15102.0)	(130, 15680.0)	(140, 16210.0)	(150, 16831.0)	(160, 17961.0)	(170, 18440.0)	(180, 18997.0)	(190, 19544.0)	(200, 19625.0)	(210, 19597.0)	(220, 19054.0)	(230, 18068.0)	(240, 16007.0)	(250, 14789.0)	(260, 13854.0)	(270, 11654.0)	(280, 9910.0)	(290, 19276.0)	(300, 345747.0)
SRR27013299_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 8237.0)	(40, 16397.0)	(50, 17905.0)	(60, 18500.0)	(70, 18367.0)	(80, 17935.0)	(90, 17789.0)	(100, 17616.0)	(110, 17259.0)	(120, 17186.0)	(130, 17157.0)	(140, 17068.0)	(150, 16890.0)	(160, 17486.0)	(170, 17847.0)	(180, 18116.0)	(190, 18838.0)	(200, 19529.0)	(210, 20157.0)	(220, 21150.0)	(230, 21754.0)	(240, 21967.0)	(250, 21825.0)	(260, 21529.0)	(270, 20891.0)	(280, 19847.0)	(290, 42732.0)	(300, 291198.0)
SRR27013299_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 8136.0)	(40, 16223.0)	(50, 17692.0)	(60, 18293.0)	(70, 18173.0)	(80, 17684.0)	(90, 17515.0)	(100, 17281.0)	(110, 16855.0)	(120, 16752.0)	(130, 16582.0)	(140, 16369.0)	(150, 16147.0)	(160, 16556.0)	(170, 16648.0)	(180, 16787.0)	(190, 17046.0)	(200, 17420.0)	(210, 17576.0)	(220, 17829.0)	(230, 17725.0)	(240, 16994.0)	(250, 15861.0)	(260, 14210.0)	(270, 12450.0)	(280, 11155.0)	(290, 22641.0)	(300, 368572.0)
SRR27013300_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3963.0)	(40, 7542.0)	(50, 8579.0)	(60, 8851.0)	(70, 9221.0)	(80, 9423.0)	(90, 9722.0)	(100, 9794.0)	(110, 10179.0)	(120, 10725.0)	(130, 11167.0)	(140, 12025.0)	(150, 12664.0)	(160, 13796.0)	(170, 14912.0)	(180, 15845.0)	(190, 17048.0)	(200, 18353.0)	(210, 19268.0)	(220, 20032.0)	(230, 20009.0)	(240, 20698.0)	(250, 20330.0)	(260, 20003.0)	(270, 19278.0)	(280, 18355.0)	(290, 41933.0)	(300, 281364.0)
SRR27013300_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3930.0)	(40, 7477.0)	(50, 8545.0)	(60, 8884.0)	(70, 9124.0)	(80, 9280.0)	(90, 9570.0)	(100, 9576.0)	(110, 9912.0)	(120, 10403.0)	(130, 10795.0)	(140, 11541.0)	(150, 12035.0)	(160, 12954.0)	(170, 13723.0)	(180, 14128.0)	(190, 14676.0)	(200, 15506.0)	(210, 15474.0)	(220, 15500.0)	(230, 14732.0)	(240, 13691.0)	(250, 12697.0)	(260, 12150.0)	(270, 10458.0)	(280, 9397.0)	(290, 19901.0)	(300, 369020.0)
SRR27013301_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6891.0)	(40, 13685.0)	(50, 15330.0)	(60, 15380.0)	(70, 15566.0)	(80, 15288.0)	(90, 15295.0)	(100, 14857.0)	(110, 14576.0)	(120, 14594.0)	(130, 14490.0)	(140, 14581.0)	(150, 14667.0)	(160, 14955.0)	(170, 14838.0)	(180, 15535.0)	(190, 16306.0)	(200, 17065.0)	(210, 17555.0)	(220, 17988.0)	(230, 18873.0)	(240, 19445.0)	(250, 18955.0)	(260, 19588.0)	(270, 18828.0)	(280, 17931.0)	(290, 41292.0)	(300, 290768.0)
SRR27013301_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6772.0)	(40, 13482.0)	(50, 15107.0)	(60, 15117.0)	(70, 15251.0)	(80, 15002.0)	(90, 14928.0)	(100, 14493.0)	(110, 14199.0)	(120, 14098.0)	(130, 13833.0)	(140, 13857.0)	(150, 13866.0)	(160, 13981.0)	(170, 13695.0)	(180, 14215.0)	(190, 14698.0)	(200, 15032.0)	(210, 15105.0)	(220, 14939.0)	(230, 15038.0)	(240, 14735.0)	(250, 13593.0)	(260, 12582.0)	(270, 10786.0)	(280, 9785.0)	(290, 20952.0)	(300, 365981.0)
SRR27013302_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 8287.0)	(40, 16047.0)	(50, 17605.0)	(60, 17961.0)	(70, 18110.0)	(80, 17935.0)	(90, 17533.0)	(100, 17373.0)	(110, 17111.0)	(120, 16957.0)	(130, 17132.0)	(140, 16888.0)	(150, 17092.0)	(160, 17569.0)	(170, 18181.0)	(180, 18524.0)	(190, 19075.0)	(200, 20312.0)	(210, 20818.0)	(220, 21611.0)	(230, 21570.0)	(240, 21486.0)	(250, 21334.0)	(260, 20914.0)	(270, 19958.0)	(280, 18726.0)	(290, 39200.0)	(300, 269207.0)
SRR27013302_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 8166.0)	(40, 15798.0)	(50, 17300.0)	(60, 17678.0)	(70, 17789.0)	(80, 17587.0)	(90, 17143.0)	(100, 16916.0)	(110, 16669.0)	(120, 16450.0)	(130, 16488.0)	(140, 16109.0)	(150, 16175.0)	(160, 16491.0)	(170, 16785.0)	(180, 17032.0)	(190, 17278.0)	(200, 17990.0)	(210, 17801.0)	(220, 18002.0)	(230, 17293.0)	(240, 16545.0)	(250, 15430.0)	(260, 13649.0)	(270, 11746.0)	(280, 10338.0)	(290, 20839.0)	(300, 347029.0)
SRR27013303_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6702.0)	(40, 13216.0)	(50, 14670.0)	(60, 15142.0)	(70, 14979.0)	(80, 15142.0)	(90, 14880.0)	(100, 14774.0)	(110, 14659.0)	(120, 15033.0)	(130, 15199.0)	(140, 15523.0)	(150, 15767.0)	(160, 16231.0)	(170, 17050.0)	(180, 17979.0)	(190, 18772.0)	(200, 20147.0)	(210, 20735.0)	(220, 21125.0)	(230, 22009.0)	(240, 22248.0)	(250, 22146.0)	(260, 21281.0)	(270, 20400.0)	(280, 19329.0)	(290, 41094.0)	(300, 283157.0)
SRR27013303_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6573.0)	(40, 13039.0)	(50, 14490.0)	(60, 14893.0)	(70, 14688.0)	(80, 14892.0)	(90, 14597.0)	(100, 14363.0)	(110, 14202.0)	(120, 14551.0)	(130, 14657.0)	(140, 14706.0)	(150, 14898.0)	(160, 15249.0)	(170, 15719.0)	(180, 16382.0)	(190, 16889.0)	(200, 17656.0)	(210, 17514.0)	(220, 17415.0)	(230, 17484.0)	(240, 16764.0)	(250, 15700.0)	(260, 13430.0)	(270, 11405.0)	(280, 10299.0)	(290, 21406.0)	(300, 365528.0)
SRR27013304_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 9210.0)	(40, 18387.0)	(50, 20574.0)	(60, 20933.0)	(70, 21209.0)	(80, 21339.0)	(90, 21075.0)	(100, 20796.0)	(110, 20861.0)	(120, 21286.0)	(130, 21208.0)	(140, 21765.0)	(150, 21782.0)	(160, 22548.0)	(170, 22795.0)	(180, 23381.0)	(190, 24052.0)	(200, 24997.0)	(210, 25547.0)	(220, 26016.0)	(230, 25992.0)	(240, 26212.0)	(250, 25528.0)	(260, 25046.0)	(270, 23941.0)	(280, 22645.0)	(290, 50063.0)	(300, 350072.0)
SRR27013304_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 9115.0)	(40, 18248.0)	(50, 20353.0)	(60, 20739.0)	(70, 20976.0)	(80, 21070.0)	(90, 20728.0)	(100, 20373.0)	(110, 20404.0)	(120, 20773.0)	(130, 20540.0)	(140, 20919.0)	(150, 20846.0)	(160, 21418.0)	(170, 21402.0)	(180, 21785.0)	(190, 21970.0)	(200, 22365.0)	(210, 22263.0)	(220, 22029.0)	(230, 21338.0)	(240, 20436.0)	(250, 18736.0)	(260, 16904.0)	(270, 14301.0)	(280, 12930.0)	(290, 26105.0)	(300, 440194.0)
SRR27013305_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2242.0)	(40, 4360.0)	(50, 4774.0)	(60, 5079.0)	(70, 5316.0)	(80, 5563.0)	(90, 5643.0)	(100, 5929.0)	(110, 6067.0)	(120, 6547.0)	(130, 6816.0)	(140, 7300.0)	(150, 8041.0)	(160, 8599.0)	(170, 9410.0)	(180, 10246.0)	(190, 10866.0)	(200, 11762.0)	(210, 12266.0)	(220, 13216.0)	(230, 13328.0)	(240, 13806.0)	(250, 14249.0)	(260, 14120.0)	(270, 13724.0)	(280, 13454.0)	(290, 32364.0)	(300, 232280.0)
SRR27013306_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 7501.0)	(40, 14418.0)	(50, 16115.0)	(60, 16607.0)	(70, 16633.0)	(80, 16528.0)	(90, 16242.0)	(100, 16102.0)	(110, 16222.0)	(120, 16076.0)	(130, 16214.0)	(140, 16210.0)	(150, 16594.0)	(160, 16721.0)	(170, 16795.0)	(180, 16710.0)	(190, 16852.0)	(200, 16622.0)	(210, 16267.0)	(220, 15673.0)	(230, 14716.0)	(240, 13169.0)	(250, 12185.0)	(260, 11436.0)	(270, 9645.0)	(280, 8490.0)	(290, 17231.0)	(300, 320710.0)
SRR27013307_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 1029.0)	(40, 2279.0)	(50, 2813.0)	(60, 3010.0)	(70, 3317.0)	(80, 3622.0)	(90, 3963.0)	(100, 4249.0)	(110, 4646.0)	(120, 5279.0)	(130, 5858.0)	(140, 6720.0)	(150, 7630.0)	(160, 8607.0)	(170, 9893.0)	(180, 11108.0)	(190, 12513.0)	(200, 14186.0)	(210, 15691.0)	(220, 16778.0)	(230, 18369.0)	(240, 19448.0)	(250, 20303.0)	(260, 20661.0)	(270, 20844.0)	(280, 20688.0)	(290, 40223.0)	(300, 254497.0)
SRR27013307_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 1006.0)	(40, 2259.0)	(50, 2786.0)	(60, 2976.0)	(70, 3270.0)	(80, 3551.0)	(90, 3903.0)	(100, 4175.0)	(110, 4529.0)	(120, 5124.0)	(130, 5707.0)	(140, 6482.0)	(150, 7363.0)	(160, 8262.0)	(170, 9372.0)	(180, 10413.0)	(190, 11730.0)	(200, 13084.0)	(210, 14406.0)	(220, 15155.0)	(230, 16121.0)	(240, 16482.0)	(250, 16930.0)	(260, 16672.0)	(270, 16509.0)	(280, 15865.0)	(290, 32118.0)	(300, 291974.0)
SRR27013308_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3760.0)	(40, 7586.0)	(50, 8219.0)	(60, 8773.0)	(70, 9321.0)	(80, 9524.0)	(90, 9641.0)	(100, 9742.0)	(110, 9825.0)	(120, 10456.0)	(130, 10575.0)	(140, 11289.0)	(150, 12020.0)	(160, 12532.0)	(170, 13753.0)	(180, 14516.0)	(190, 15328.0)	(200, 16440.0)	(210, 17256.0)	(220, 17550.0)	(230, 18296.0)	(240, 18621.0)	(250, 18761.0)	(260, 18363.0)	(270, 18233.0)	(280, 17114.0)	(290, 38206.0)	(300, 259278.0)
SRR27013308_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3748.0)	(40, 7517.0)	(50, 8175.0)	(60, 8751.0)	(70, 9230.0)	(80, 9398.0)	(90, 9439.0)	(100, 9540.0)	(110, 9539.0)	(120, 10113.0)	(130, 10253.0)	(140, 10824.0)	(150, 11360.0)	(160, 11799.0)	(170, 12698.0)	(180, 12982.0)	(190, 13280.0)	(200, 13833.0)	(210, 13815.0)	(220, 13619.0)	(230, 13518.0)	(240, 12399.0)	(250, 11773.0)	(260, 11126.0)	(270, 9900.0)	(280, 8751.0)	(290, 18092.0)	(300, 339506.0)
SRR27013309_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3669.0)	(40, 7180.0)	(50, 7769.0)	(60, 8083.0)	(70, 8461.0)	(80, 8523.0)	(90, 8746.0)	(100, 9061.0)	(110, 9393.0)	(120, 9708.0)	(130, 10238.0)	(140, 11102.0)	(150, 11648.0)	(160, 12542.0)	(170, 13665.0)	(180, 14891.0)	(190, 15632.0)	(200, 16462.0)	(210, 17693.0)	(220, 18409.0)	(230, 18630.0)	(240, 18836.0)	(250, 18943.0)	(260, 18709.0)	(270, 18011.0)	(280, 17436.0)	(290, 37725.0)	(300, 251654.0)
SRR27013309_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3619.0)	(40, 7103.0)	(50, 7674.0)	(60, 8064.0)	(70, 8341.0)	(80, 8359.0)	(90, 8549.0)	(100, 8776.0)	(110, 9062.0)	(120, 9303.0)	(130, 9773.0)	(140, 10490.0)	(150, 10934.0)	(160, 11623.0)	(170, 12367.0)	(180, 12971.0)	(190, 13211.0)	(200, 13540.0)	(210, 13769.0)	(220, 13660.0)	(230, 13235.0)	(240, 11816.0)	(250, 11254.0)	(260, 10708.0)	(270, 9244.0)	(280, 8262.0)	(290, 17714.0)	(300, 339398.0)
SRR27013310_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4899.0)	(40, 9565.0)	(50, 10736.0)	(60, 11086.0)	(70, 11350.0)	(80, 11396.0)	(90, 11647.0)	(100, 11494.0)	(110, 11763.0)	(120, 12085.0)	(130, 12368.0)	(140, 12685.0)	(150, 13246.0)	(160, 14111.0)	(170, 14977.0)	(180, 15732.0)	(190, 16575.0)	(200, 17294.0)	(210, 18245.0)	(220, 18525.0)	(230, 18440.0)	(240, 18631.0)	(250, 18595.0)	(260, 18056.0)	(270, 17103.0)	(280, 16048.0)	(290, 33939.0)	(300, 221320.0)
SRR27013310_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4880.0)	(40, 9485.0)	(50, 10638.0)	(60, 11014.0)	(70, 11174.0)	(80, 11177.0)	(90, 11405.0)	(100, 11191.0)	(110, 11369.0)	(120, 11597.0)	(130, 11826.0)	(140, 12037.0)	(150, 12437.0)	(160, 13122.0)	(170, 13571.0)	(180, 13769.0)	(190, 14077.0)	(200, 14124.0)	(210, 14130.0)	(220, 13651.0)	(230, 13082.0)	(240, 11736.0)	(250, 10889.0)	(260, 10259.0)	(270, 8752.0)	(280, 7716.0)	(290, 16361.0)	(300, 306442.0)
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4090.0)	(40, 8192.0)	(50, 9019.0)	(60, 9477.0)	(70, 9991.0)	(80, 10063.0)	(90, 10219.0)	(100, 10474.0)	(110, 10803.0)	(120, 11036.0)	(130, 11466.0)	(140, 11960.0)	(150, 12654.0)	(160, 13265.0)	(170, 13942.0)	(180, 14736.0)	(190, 15501.0)	(200, 16203.0)	(210, 16702.0)	(220, 17348.0)	(230, 17671.0)	(240, 18336.0)	(250, 18114.0)	(260, 17690.0)	(270, 17298.0)	(280, 16791.0)	(290, 37160.0)	(300, 254148.0)
SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4067.0)	(40, 8105.0)	(50, 8960.0)	(60, 9407.0)	(70, 9868.0)	(80, 9862.0)	(90, 9970.0)	(100, 10159.0)	(110, 10426.0)	(120, 10633.0)	(130, 10945.0)	(140, 11296.0)	(150, 11820.0)	(160, 12238.0)	(170, 12669.0)	(180, 12841.0)	(190, 13053.0)	(200, 13312.0)	(210, 12860.0)	(220, 13041.0)	(230, 12392.0)	(240, 11576.0)	(250, 10878.0)	(260, 10157.0)	(270, 8879.0)	(280, 8120.0)	(290, 17258.0)	(300, 339557.0)
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2849.0)	(40, 5599.0)	(50, 6419.0)	(60, 6680.0)	(70, 6997.0)	(80, 6812.0)	(90, 7055.0)	(100, 7244.0)	(110, 7331.0)	(120, 7448.0)	(130, 7579.0)	(140, 7871.0)	(150, 8094.0)	(160, 8758.0)	(170, 9315.0)	(180, 9812.0)	(190, 10564.0)	(200, 11527.0)	(210, 12191.0)	(220, 13198.0)	(230, 13842.0)	(240, 14437.0)	(250, 14768.0)	(260, 14894.0)	(270, 15240.0)	(280, 15028.0)	(290, 33243.0)	(300, 253081.0)
SRR27013312_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2849.0)	(40, 5594.0)	(50, 6438.0)	(60, 6677.0)	(70, 7002.0)	(80, 6834.0)	(90, 7059.0)	(100, 7221.0)	(110, 7314.0)	(120, 7429.0)	(130, 7548.0)	(140, 7778.0)	(150, 8007.0)	(160, 8637.0)	(170, 9146.0)	(180, 9614.0)	(190, 10276.0)	(200, 11073.0)	(210, 11600.0)	(220, 12534.0)	(230, 12836.0)	(240, 13101.0)	(250, 13066.0)	(260, 12753.0)	(270, 12436.0)	(280, 11728.0)	(290, 22226.0)	(300, 279100.0)
SRR27013313_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2608.0)	(40, 5438.0)	(50, 6071.0)	(60, 6634.0)	(70, 6923.0)	(80, 7016.0)	(90, 7314.0)	(100, 7421.0)	(110, 7634.0)	(120, 7981.0)	(130, 8225.0)	(140, 8818.0)	(150, 9225.0)	(160, 10090.0)	(170, 10734.0)	(180, 11737.0)	(190, 12623.0)	(200, 14091.0)	(210, 15002.0)	(220, 15892.0)	(230, 16710.0)	(240, 17512.0)	(250, 17775.0)	(260, 18015.0)	(270, 17819.0)	(280, 17606.0)	(290, 38254.0)	(300, 290137.0)
SRR27013313_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2608.0)	(40, 5433.0)	(50, 6076.0)	(60, 6650.0)	(70, 6930.0)	(80, 7008.0)	(90, 7322.0)	(100, 7409.0)	(110, 7594.0)	(120, 7888.0)	(130, 8124.0)	(140, 8705.0)	(150, 9089.0)	(160, 9943.0)	(170, 10528.0)	(180, 11449.0)	(190, 12225.0)	(200, 13580.0)	(210, 14310.0)	(220, 14901.0)	(230, 15448.0)	(240, 15870.0)	(250, 15691.0)	(260, 15391.0)	(270, 14440.0)	(280, 13476.0)	(290, 25423.0)	(300, 321794.0)
SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 7152.0)	(40, 13468.0)	(50, 14770.0)	(60, 15242.0)	(70, 15290.0)	(80, 15388.0)	(90, 15250.0)	(100, 15646.0)	(110, 15861.0)	(120, 15896.0)	(130, 16308.0)	(140, 16892.0)	(150, 17341.0)	(160, 18655.0)	(170, 19292.0)	(180, 20578.0)	(190, 21682.0)	(200, 22548.0)	(210, 23425.0)	(220, 23890.0)	(230, 24104.0)	(240, 24062.0)	(250, 23805.0)	(260, 23539.0)	(270, 22194.0)	(280, 21161.0)	(290, 44719.0)	(300, 291632.0)
SRR27013314_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 7109.0)	(40, 13334.0)	(50, 14692.0)	(60, 15164.0)	(70, 15122.0)	(80, 15091.0)	(90, 14927.0)	(100, 15231.0)	(110, 15389.0)	(120, 15343.0)	(130, 15627.0)	(140, 16060.0)	(150, 16351.0)	(160, 17412.0)	(170, 17629.0)	(180, 18109.0)	(190, 18599.0)	(200, 18699.0)	(210, 18484.0)	(220, 18128.0)	(230, 17418.0)	(240, 15603.0)	(250, 14541.0)	(260, 14017.0)	(270, 11803.0)	(280, 10463.0)	(290, 21349.0)	(300, 398096.0)
