Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR27013333_1	SRR27013333_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	898356.0	221.8 Mbp	0.0	31-301	40.0	68.22382417705175	246.83484387035875	294	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013333_2	SRR27013333_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	898356.0	221.7 Mbp	0.0	31-301	40.0	73.82174136336943	246.85142749644908	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013334_1	SRR27013334_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1069597.0	255.4 Mbp	0.0	31-301	40.0	66.19458886840299	238.7692995586188	274	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013334_2	SRR27013334_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1069597.0	255.1 Mbp	0.0	31-301	41.0	70.99469971138805	238.5607574628575	274	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013335_1	SRR27013335_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	837038.0	200.8 Mbp	0.0	31-301	40.0	70.9002347073831	239.94158150526022	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013335_2	SRR27013335_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	837038.0	200.6 Mbp	0.0	31-301	40.0	75.20575846662734	239.74678509219413	284	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013336_1	SRR27013336_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	797036.0	195.6 Mbp	0.0	31-301	40.0	70.45639616130693	245.4089369865351	294	pass	warn	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013336_2	SRR27013336_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	797036.0	195.5 Mbp	0.0	31-301	41.0	75.53070113647081	245.2681114780261	294	pass	fail	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013337_1	SRR27013337_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	659598.0	168 Mbp	0.0	31-301	42.0	69.46322525383685	254.71357933165353	301	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR27013337_2	SRR27013337_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	659598.0	168 Mbp	0.0	31-301	42.0	75.280954069835	254.8371576323761	301	pass	pass	pass	pass	fail	fail	pass	warn	pass	pass	pass
SRR27013338_1	SRR27013338_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	646722.0	171.9 Mbp	0.0	31-301	40.0	69.26515693579643	265.8289589653669	301	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass
SRR27013338_2	SRR27013338_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	646722.0	171.8 Mbp	0.0	31-301	40.0	72.36227237582352	265.62288819616464	301	pass	fail	warn	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013339_1	SRR27013339_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	706394.0	179.2 Mbp	0.0	31-301	41.0	72.77909031100337	253.6940156626472	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013339_2	SRR27013339_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	706394.0	179.5 Mbp	0.0	31-301	41.0	78.1741604610599	254.2107138509104	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013340_1	SRR27013340_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	601689.0	167.8 Mbp	0.0	31-301	40.0	74.87382147977722	278.86525680210207	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013340_2	SRR27013340_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	601689.0	167.7 Mbp	0.0	31-301	40.0	78.26726579952268	278.78368559172594	301	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013341_1	SRR27013341_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1096876.0	255.9 Mbp	0.0	31-301	41.0	64.5751643518056	233.2502570937827	264	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013341_2	SRR27013341_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1096876.0	255.5 Mbp	0.0	31-301	41.0	67.54847707509258	232.96835740776532	264	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013342_1	SRR27013342_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	868986.0	214.1 Mbp	0.0	31-301	41.0	68.71962398292631	246.32025026870397	294	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013342_2	SRR27013342_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	868986.0	213.9 Mbp	0.0	31-301	41.0	72.11873268207339	246.13053144699686	294	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
SRR27013343_1	SRR27013343_1.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1037098.0	235.8 Mbp	0.0	31-301	40.0	59.51838614456515	227.35299846301893	264	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
SRR27013343_2	SRR27013343_2.trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1037098.0	235.4 Mbp	0.0	31-301	41.0	62.85127566233052	227.0414035124935	264	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
